CLIENTE: 5, LOJA: Loja3, ID: 1, COR: RED, TIPO: SUV
CLIENTE: 18, LOJA: Loja2, ID: 323, COR: GREEN, TIPO: SUV
CLIENTE: 3, LOJA: Loja3, ID: 324, COR: BLUE, TIPO: SEDAN
CLIENTE: 13, LOJA: Loja1, ID: 326, COR: GREEN, TIPO: SUV
CLIENTE: 16, LOJA: Loja2, ID: 325, COR: RED, TIPO: SUV
CLIENTE: 7, LOJA: Loja3, ID: 327, COR: BLUE, TIPO: SEDAN
CLIENTE: 7, LOJA: Loja1, ID: 328, COR: RED, TIPO: SEDAN
CLIENTE: 19, LOJA: Loja1, ID: 330, COR: RED, TIPO: SUV
CLIENTE: 3, LOJA: Loja3, ID: 331, COR: BLUE, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja2, ID: 329, COR: GREEN, TIPO: SUV
CLIENTE: 13, LOJA: Loja3, ID: 332, COR: GREEN, TIPO: SEDAN
CLIENTE: 7, LOJA: Loja1, ID: 334, COR: RED, TIPO: SEDAN
CLIENTE: 16, LOJA: Loja2, ID: 333, COR: BLUE, TIPO: SUV
CLIENTE: 16, LOJA: Loja3, ID: 336, COR: BLUE, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja1, ID: 335, COR: GREEN, TIPO: SUV
CLIENTE: 6, LOJA: Loja2, ID: 337, COR: RED, TIPO: SUV
CLIENTE: 13, LOJA: Loja2, ID: 338, COR: GREEN, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja1, ID: 339, COR: BLUE, TIPO: SUV
CLIENTE: 18, LOJA: Loja2, ID: 340, COR: RED, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja2, ID: 341, COR: GREEN, TIPO: SUV
CLIENTE: 3, LOJA: Loja1, ID: 342, COR: BLUE, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja3, ID: 343, COR: RED, TIPO: SUV
CLIENTE: 20, LOJA: Loja1, ID: 344, COR: GREEN, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja3, ID: 346, COR: RED, TIPO: SEDAN
CLIENTE: 18, LOJA: Loja2, ID: 347, COR: GREEN, TIPO: SUV
CLIENTE: 18, LOJA: Loja1, ID: 345, COR: BLUE, TIPO: SUV
CLIENTE: 16, LOJA: Loja3, ID: 349, COR: RED, TIPO: SUV
CLIENTE: 18, LOJA: Loja1, ID: 348, COR: BLUE, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja2, ID: 350, COR: GREEN, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja3, ID: 351, COR: BLUE, TIPO: SUV
CLIENTE: 1, LOJA: Loja2, ID: 352, COR: RED, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja1, ID: 353, COR: GREEN, TIPO: SUV
CLIENTE: 20, LOJA: Loja2, ID: 354, COR: BLUE, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja3, ID: 355, COR: RED, TIPO: SUV
CLIENTE: 19, LOJA: Loja2, ID: 356, COR: GREEN, TIPO: SEDAN
CLIENTE: 1, LOJA: Loja1, ID: 357, COR: BLUE, TIPO: SUV
CLIENTE: 20, LOJA: Loja2, ID: 358, COR: RED, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja3, ID: 359, COR: GREEN, TIPO: SUV
CLIENTE: 19, LOJA: Loja1, ID: 360, COR: BLUE, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja1, ID: 361, COR: RED, TIPO: SUV
CLIENTE: 7, LOJA: Loja3, ID: 363, COR: BLUE, TIPO: SUV
CLIENTE: 10, LOJA: Loja2, ID: 362, COR: GREEN, TIPO: SEDAN
CLIENTE: 19, LOJA: Loja1, ID: 364, COR: RED, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja2, ID: 366, COR: BLUE, TIPO: SEDAN
CLIENTE: 11, LOJA: Loja3, ID: 365, COR: GREEN, TIPO: SUV
CLIENTE: 3, LOJA: Loja1, ID: 367, COR: RED, TIPO: SUV
CLIENTE: 10, LOJA: Loja3, ID: 368, COR: GREEN, TIPO: SEDAN
CLIENTE: 19, LOJA: Loja2, ID: 370, COR: BLUE, TIPO: SUV
CLIENTE: 15, LOJA: Loja3, ID: 369, COR: RED, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja1, ID: 371, COR: GREEN, TIPO: SUV
CLIENTE: 6, LOJA: Loja3, ID: 372, COR: BLUE, TIPO: SEDAN
CLIENTE: 11, LOJA: Loja2, ID: 373, COR: RED, TIPO: SUV
CLIENTE: 8, LOJA: Loja3, ID: 374, COR: GREEN, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja3, ID: 376, COR: RED, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja1, ID: 375, COR: BLUE, TIPO: SUV
CLIENTE: 6, LOJA: Loja2, ID: 377, COR: GREEN, TIPO: SUV
CLIENTE: 11, LOJA: Loja3, ID: 378, COR: BLUE, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja1, ID: 379, COR: RED, TIPO: SUV
CLIENTE: 4, LOJA: Loja3, ID: 380, COR: GREEN, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja3, ID: 382, COR: RED, TIPO: SEDAN
CLIENTE: 4, LOJA: Loja1, ID: 381, COR: BLUE, TIPO: SUV
CLIENTE: 8, LOJA: Loja2, ID: 383, COR: GREEN, TIPO: SUV
CLIENTE: 3, LOJA: Loja3, ID: 385, COR: RED, TIPO: SUV
CLIENTE: 15, LOJA: Loja2, ID: 384, COR: BLUE, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja1, ID: 386, COR: GREEN, TIPO: SEDAN
CLIENTE: 20, LOJA: Loja2, ID: 388, COR: BLUE, TIPO: SUV
CLIENTE: 8, LOJA: Loja1, ID: 389, COR: GREEN, TIPO: SUV
CLIENTE: 4, LOJA: Loja3, ID: 387, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja2, ID: 390, COR: BLUE, TIPO: SEDAN
CLIENTE: 3, LOJA: Loja3, ID: 391, COR: RED, TIPO: SUV
CLIENTE: 4, LOJA: Loja2, ID: 392, COR: GREEN, TIPO: SEDAN
CLIENTE: 10, LOJA: Loja1, ID: 393, COR: BLUE, TIPO: SUV
CLIENTE: 19, LOJA: Loja2, ID: 394, COR: RED, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja3, ID: 395, COR: GREEN, TIPO: SUV
CLIENTE: 1, LOJA: Loja2, ID: 396, COR: BLUE, TIPO: SEDAN
CLIENTE: 4, LOJA: Loja1, ID: 397, COR: RED, TIPO: SUV
CLIENTE: 3, LOJA: Loja3, ID: 398, COR: GREEN, TIPO: SEDAN
CLIENTE: 19, LOJA: Loja2, ID: 399, COR: BLUE, TIPO: SUV
CLIENTE: 11, LOJA: Loja3, ID: 400, COR: RED, TIPO: SEDAN
CLIENTE: 4, LOJA: Loja3, ID: 401, COR: GREEN, TIPO: SUV
CLIENTE: 3, LOJA: Loja2, ID: 402, COR: BLUE, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja1, ID: 403, COR: RED, TIPO: SUV
CLIENTE: 15, LOJA: Loja1, ID: 404, COR: GREEN, TIPO: SEDAN
CLIENTE: 11, LOJA: Loja2, ID: 405, COR: BLUE, TIPO: SUV
CLIENTE: 20, LOJA: Loja1, ID: 407, COR: GREEN, TIPO: SUV
CLIENTE: 6, LOJA: Loja3, ID: 408, COR: BLUE, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja2, ID: 406, COR: RED, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja1, ID: 409, COR: RED, TIPO: SUV
CLIENTE: 11, LOJA: Loja3, ID: 410, COR: GREEN, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja1, ID: 411, COR: BLUE, TIPO: SUV
CLIENTE: 9, LOJA: Loja3, ID: 412, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja2, ID: 413, COR: GREEN, TIPO: SUV
CLIENTE: 2, LOJA: Loja3, ID: 414, COR: BLUE, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja1, ID: 415, COR: RED, TIPO: SUV
CLIENTE: 6, LOJA: Loja3, ID: 416, COR: GREEN, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja2, ID: 417, COR: BLUE, TIPO: SUV
CLIENTE: 14, LOJA: Loja3, ID: 418, COR: RED, TIPO: SEDAN
CLIENTE: 14, LOJA: Loja1, ID: 419, COR: GREEN, TIPO: SUV
CLIENTE: 6, LOJA: Loja3, ID: 420, COR: BLUE, TIPO: SEDAN
CLIENTE: 14, LOJA: Loja1, ID: 421, COR: RED, TIPO: SUV
CLIENTE: 9, LOJA: Loja3, ID: 422, COR: GREEN, TIPO: SEDAN
CLIENTE: 14, LOJA: Loja3, ID: 425, COR: GREEN, TIPO: SUV
CLIENTE: 2, LOJA: Loja2, ID: 426, COR: BLUE, TIPO: SEDAN
CLIENTE: 2, LOJA: Loja1, ID: 423, COR: BLUE, TIPO: SUV
CLIENTE: 2, LOJA: Loja1, ID: 424, COR: RED, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja3, ID: 427, COR: RED, TIPO: SUV
CLIENTE: 2, LOJA: Loja1, ID: 428, COR: GREEN, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja3, ID: 429, COR: BLUE, TIPO: SUV
CLIENTE: 14, LOJA: Loja2, ID: 430, COR: RED, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja3, ID: 431, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja2, ID: 432, COR: BLUE, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja1, ID: 433, COR: RED, TIPO: SUV
CLIENTE: 9, LOJA: Loja3, ID: 434, COR: GREEN, TIPO: SEDAN
CLIENTE: 14, LOJA: Loja2, ID: 435, COR: BLUE, TIPO: SUV
CLIENTE: 15, LOJA: Loja1, ID: 437, COR: GREEN, TIPO: SUV
CLIENTE: 2, LOJA: Loja2, ID: 438, COR: BLUE, TIPO: SEDAN
CLIENTE: 2, LOJA: Loja3, ID: 436, COR: RED, TIPO: SEDAN
CLIENTE: 14, LOJA: Loja2, ID: 440, COR: GREEN, TIPO: SEDAN
CLIENTE: 14, LOJA: Loja3, ID: 439, COR: RED, TIPO: SUV
CLIENTE: 14, LOJA: Loja3, ID: 441, COR: BLUE, TIPO: SUV
CLIENTE: 14, LOJA: Loja3, ID: 442, COR: RED, TIPO: SEDAN
CLIENTE: 2, LOJA: Loja2, ID: 443, COR: GREEN, TIPO: SUV
CLIENTE: 9, LOJA: Loja1, ID: 446, COR: GREEN, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja2, ID: 444, COR: BLUE, TIPO: SEDAN
CLIENTE: 2, LOJA: Loja2, ID: 447, COR: BLUE, TIPO: SUV
CLIENTE: 11, LOJA: Loja2, ID: 449, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja1, ID: 450, COR: BLUE, TIPO: SEDAN
CLIENTE: 2, LOJA: Loja2, ID: 451, COR: RED, TIPO: SUV
CLIENTE: 6, LOJA: Loja1, ID: 452, COR: GREEN, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja3, ID: 445, COR: RED, TIPO: SUV
CLIENTE: 9, LOJA: Loja1, ID: 454, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja2, ID: 455, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja3, ID: 448, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja3, ID: 453, COR: BLUE, TIPO: SUV
CLIENTE: 9, LOJA: Loja2, ID: 458, COR: GREEN, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja3, ID: 456, COR: BLUE, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja3, ID: 459, COR: BLUE, TIPO: SUV
CLIENTE: 15, LOJA: Loja2, ID: 464, COR: GREEN, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja1, ID: 457, COR: RED, TIPO: SUV
CLIENTE: 15, LOJA: Loja3, ID: 461, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja3, ID: 462, COR: BLUE, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja2, ID: 465, COR: BLUE, TIPO: SUV
CLIENTE: 9, LOJA: Loja1, ID: 460, COR: RED, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja2, ID: 468, COR: BLUE, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja1, ID: 463, COR: RED, TIPO: SUV
CLIENTE: 9, LOJA: Loja2, ID: 471, COR: BLUE, TIPO: SUV
CLIENTE: 9, LOJA: Loja3, ID: 467, COR: GREEN, TIPO: SUV
CLIENTE: 9, LOJA: Loja1, ID: 466, COR: RED, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja1, ID: 469, COR: RED, TIPO: SUV
CLIENTE: 9, LOJA: Loja1, ID: 473, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja2, ID: 475, COR: RED, TIPO: SUV
CLIENTE: 15, LOJA: Loja1, ID: 477, COR: BLUE, TIPO: SUV
CLIENTE: 9, LOJA: Loja2, ID: 479, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja2, ID: 481, COR: RED, TIPO: SUV
CLIENTE: 6, LOJA: Loja2, ID: 482, COR: GREEN, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja1, ID: 484, COR: RED, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja3, ID: 470, COR: GREEN, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja1, ID: 485, COR: GREEN, TIPO: SUV
CLIENTE: 11, LOJA: Loja2, ID: 486, COR: BLUE, TIPO: SEDAN
CLIENTE: 11, LOJA: Loja3, ID: 472, COR: RED, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja2, ID: 488, COR: GREEN, TIPO: SEDAN
CLIENTE: 9, LOJA: Loja1, ID: 490, COR: RED, TIPO: SEDAN
CLIENTE: 6, LOJA: Loja1, ID: 492, COR: BLUE, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja2, ID: 493, COR: RED, TIPO: SUV
CLIENTE: 9, LOJA: Loja1, ID: 495, COR: BLUE, TIPO: SUV
CLIENTE: 2, LOJA: Loja2, ID: 497, COR: GREEN, TIPO: SUV
CLIENTE: 15, LOJA: Loja1, ID: 499, COR: RED, TIPO: SUV
CLIENTE: 15, LOJA: Loja3, ID: 474, COR: BLUE, TIPO: SEDAN
CLIENTE: 15, LOJA: Loja3, ID: 476, COR: GREEN, TIPO: SEDAN
CLIENTE: 17, LOJA: Loja3, ID: 480, COR: BLUE, TIPO: SEDAN
CLIENTE: 7, LOJA: Loja3, ID: 487, COR: RED, TIPO: SUV
CLIENTE: 18, LOJA: Loja3, ID: 483, COR: BLUE, TIPO: SUV
CLIENTE: 11, LOJA: Loja3, ID: 489, COR: BLUE, TIPO: SUV
CLIENTE: 13, LOJA: Loja3, ID: 478, COR: RED, TIPO: SEDAN
CLIENTE: 11, LOJA: Loja3, ID: 491, COR: GREEN, TIPO: SUV
CLIENTE: 10, LOJA: Loja3, ID: 494, COR: GREEN, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja3, ID: 498, COR: BLUE, TIPO: SEDAN
CLIENTE: 4, LOJA: Loja3, ID: 496, COR: RED, TIPO: SEDAN
CLIENTE: 8, LOJA: Loja3, ID: 500, COR: GREEN, TIPO: SEDAN
